[2026-01-25--22-42-59 INFO actix_server::builder] starting 5 workers
[2026-01-25--22-42-59 INFO actix_server::server] Tokio runtime found; starting in existing Tokio runtime
[2026-01-25--22-42-59 INFO actix_server::server] starting service: "actix-web-service-127.0.0.1:18488", workers: 5, listening on: 127.0.0.1:18488
[2026-01-25--22-43-00 INFO parity_ws] Listening for new connections on 127.0.0.1:8900.
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/bd665b6f-cec0435d4c80446f.js HTTP/1.1" 200 14480 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.002956
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/2616-88479981e87cde1a.js HTTP/1.1" 200 8492 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.001421
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5584-3264889a74d886e0.js HTTP/1.1" 200 44668 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.006058
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/c3a130cb-0cbedf9e5abf799a.js HTTP/1.1" 200 55444 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.007161
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/1321-570b500c2fd00e85.js HTTP/1.1" 200 4062 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.002273
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/9245-e072221d12c18ae4.js HTTP/1.1" 200 14676 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.003342
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8799-ae3ab4b476614ac6.js HTTP/1.1" 200 11961 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.002602
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/9019-1e959b9850ed2753.js HTTP/1.1" 200 9903 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.001382
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8495-afb25070c75eb8c0.js HTTP/1.1" 200 8279 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.002858
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/7371-2d7b61532e88f342.js HTTP/1.1" 200 84516 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.009576
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/606-38883df0ab0648f8.js HTTP/1.1" 200 101025 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.009826
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/3381-238cf5b6090a885e.js HTTP/1.1" 200 11117 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.003268
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/layout-44114d5fbc35f066.js HTTP/1.1" 200 2537 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000261
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/7921136a-6d464422d94690d0.js HTTP/1.1" 200 3800 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000492
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/9735-bb5b97d84406e3b5.js HTTP/1.1" 200 2826 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000559
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/page-7d27f0048b6d7cfb.js HTTP/1.1" 200 11094 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.001829
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /favicon-196x196.png HTTP/1.1" 200 7822 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000088
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/7290-0a2c0a96c8290cc7.js HTTP/1.1" 200 17653 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.002706
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5293-d1062d8ba40e5b84.js HTTP/1.1" 200 125613 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.018528
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/00766880-288632aab809f27f.js HTTP/1.1" 200 324272 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.034365
[2026-01-25--22-44-20 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53130.
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 165 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000733
[2026-01-25--22-44-20 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53131.
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 165 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000316
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /accounts.txt?_rsc=3lb4g HTTP/1.1" 200 1705 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.001454
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /scenarios.txt?_rsc=3lb4g HTTP/1.1" 200 1755 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.001136
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/accounts/page-7025ac694f1ccb61.js HTTP/1.1" 200 9691 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.002377
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/04c1a432-361751be39ffd86a.js HTTP/1.1" 200 2716 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000411
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/2463-ccda498047377787.js HTTP/1.1" 200 10986 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.002055
[2026-01-25--22-44-20 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/scenarios/page-9e8290cdaf6d88bd.js HTTP/1.1" 200 16049 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.002438
[2026-01-25--22-44-21 INFO actix_web::middleware::logger] 127.0.0.1 "GET /favicon-32x32.png HTTP/1.1" 200 1190 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000229
[2026-01-25--22-45-31 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53152.
[2026-01-25--22-45-56 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53333.
[2026-01-25--22-45-59 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53339.
[2026-01-25--22-48-14 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53376.
[2026-01-25--22-48-38 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53565.
[2026-01-25--22-48-40 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53571.
[2026-01-25--22-48-58 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53579.
[2026-01-25--22-49-21 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53778.
[2026-01-25--22-49-24 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53781.
[2026-01-25--22-52-10 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53796.
[2026-01-25--22-52-34 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53985.
[2026-01-25--22-52-35 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53990.
[2026-01-25--22-53-22 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54001.
[2026-01-25--22-53-46 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54194.
[2026-01-25--22-53-48 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54197.
[2026-01-25--22-54-53 INFO actix_web::middleware::logger] 127.0.0.1 "GET /accounts.txt?_rsc=3lb4g HTTP/1.1" 200 1705 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.020964
[2026-01-25--22-54-53 INFO actix_web::middleware::logger] 127.0.0.1 "GET /scenarios.txt?_rsc=3lb4g HTTP/1.1" 200 1755 "http://127.0.0.1:18488/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.021118
[2026-01-25--22-54-54 INFO actix_web::middleware::logger] 127.0.0.1 "GET /workspace/v1/indexers HTTP/1.1" 200 6 "http://127.0.0.1:18488/accounts" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.002601
[2026-01-25--22-54-54 INFO actix_web::middleware::logger] 127.0.0.1 "GET /assets/101-indexing.png HTTP/1.1" 200 30283 "http://127.0.0.1:18488/accounts" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000378
[2026-01-25--22-55-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /index.txt?_rsc=114vl HTTP/1.1" 200 1784 "http://127.0.0.1:18488/accounts" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.001147
